pl_name,habitable
Kepler-1652 b,no (missing values)
Kepler-1653 b,no (missing values)
Kepler-1654 b,no (not in CHZ)
Kepler-1655 b,no (not in CHZ)
Kepler-1656 b,no (failed Keplerian)
Kepler-1658 b,no (not in CHZ)
Kepler-166 b,no (missing values)
Kepler-166 c,no (missing values)
Kepler-166 d,no (missing values)
Kepler-1661 b,no (missing values)
Kepler-1663 b,no (missing values)
Kepler-1664 b,no (missing values)
Kepler-1665 b,no (missing values)
Kepler-1666 b,no (missing values)
Kepler-1666 c,no (missing values)
Kepler-1667 b,no (missing values)
Kepler-1668 b,no (missing values)
Kepler-1669 b,no (missing values)
Kepler-1669 c,no (missing values)
Kepler-167 b,no (missing values)
Kepler-167 c,no (missing values)
Kepler-167 d,no (missing values)
Kepler-167 e,no (missing values)
Kepler-1670 b,no (missing values)
Kepler-1671 b,no (missing values)
Kepler-1672 b,no (missing values)
Kepler-1673 b,no (missing values)
Kepler-1674 b,no (missing values)
Kepler-1675 b,no (missing values)
Kepler-1676 b,no (missing values)
Kepler-1677 b,no (missing values)
Kepler-1678 b,no (missing values)
Kepler-1679 b,no (missing values)
Kepler-168 b,no (missing values)
Kepler-168 c,no (missing values)
Kepler-1680 b,no (missing values)
Kepler-1681 b,no (missing values)
Kepler-1682 b,no (missing values)
Kepler-1683 b,no (missing values)
Kepler-1684 b,no (missing values)
Kepler-1685 b,no (missing values)
Kepler-1686 b,no (missing values)
Kepler-1687 b,no (missing values)
Kepler-1688 b,no (missing values)
Kepler-1689 b,no (missing values)
Kepler-169 b,no (missing values)
Kepler-169 c,no (missing values)
Kepler-169 d,no (missing values)
Kepler-169 e,no (missing values)
Kepler-169 f,no (missing values)
Kepler-1690 b,no (missing values)
Kepler-1691 b,no (missing values)
Kepler-1692 b,no (missing values)
Kepler-1693 b,no (missing values)
Kepler-1693 c,no (missing values)
Kepler-1694 b,no (missing values)
Kepler-1695 b,no (missing values)
Kepler-1696 b,no (missing values)
Kepler-1697 b,no (missing values)
Kepler-1698 b,no (missing values)
Kepler-1699 b,no (missing values)
Kepler-17 b,no (not in CHZ)
Kepler-170 b,no (missing values)
Kepler-170 c,no (missing values)
Kepler-1700 b,no (missing values)
Kepler-1701 b,no (missing values)
Kepler-1702 b,no (missing values)
Kepler-1704 b,no (not in CHZ)
Kepler-1705 b,no (not in CHZ)
Kepler-1705 c,no (missing values)
Kepler-1708 b,no (missing values)
Kepler-1709 b,no (missing values)
Kepler-171 b,no (missing values)
Kepler-171 c,no (missing values)
Kepler-171 d,no (missing values)
Kepler-1710 b,no (missing values)
Kepler-1711 b,no (missing values)
Kepler-1712 b,no (missing values)
Kepler-1713 b,no (missing values)
Kepler-1714 b,no (missing values)
Kepler-1715 b,no (missing values)
Kepler-1716 b,no (missing values)
Kepler-1717 b,no (missing values)
Kepler-1718 b,no (missing values)
Kepler-1719 b,no (missing values)
Kepler-172 b,no (missing values)
Kepler-172 c,no (missing values)
Kepler-172 d,no (missing values)
Kepler-172 e,no (missing values)
Kepler-1720 b,no (missing values)
Kepler-1721 b,no (missing values)
Kepler-1722 b,no (missing values)
Kepler-1723 b,no (missing values)
Kepler-1724 b,no (missing values)
Kepler-1725 b,no (missing values)
Kepler-1726 b,no (missing values)
Kepler-1727 b,no (missing values)
Kepler-1728 b,no (missing values)
Kepler-1729 b,no (missing values)
Kepler-173 b,no (missing values)
Kepler-173 c,no (missing values)
Kepler-1730 b,no (missing values)
Kepler-1731 b,no (missing values)
Kepler-1732 b,no (missing values)
Kepler-1733 b,no (missing values)
Kepler-1734 b,no (missing values)
Kepler-1735 b,no (missing values)
Kepler-1736 b,no (missing values)
Kepler-1737 b,no (missing values)
Kepler-1738 b,no (missing values)
Kepler-1739 b,no (missing values)
Kepler-174 b,no (missing values)
Kepler-174 c,no (missing values)
Kepler-174 d,no (missing values)
Kepler-1740 b,no (missing values)
Kepler-1741 b,no (missing values)
Kepler-1742 b,no (missing values)
Kepler-1743 b,no (missing values)
Kepler-1744 b,no (missing values)
Kepler-1745 b,no (missing values)
Kepler-1746 b,no (missing values)
Kepler-1747 b,no (missing values)
Kepler-1748 b,no (missing values)
Kepler-1749 b,no (missing values)
Kepler-175 b,no (missing values)
Kepler-175 c,no (missing values)
Kepler-1750 b,no (missing values)
Kepler-1751 b,no (missing values)
Kepler-1752 b,no (missing values)
Kepler-1753 b,no (missing values)
Kepler-1754 b,no (missing values)
Kepler-1755 b,no (missing values)
Kepler-1756 b,no (missing values)
Kepler-1757 b,no (missing values)
Kepler-1758 b,no (missing values)
Kepler-1759 b,no (missing values)
Kepler-176 b,no (missing values)
Kepler-176 c,no (missing values)
Kepler-176 d,no (missing values)
Kepler-176 e,no (missing values)
Kepler-1760 b,no (missing values)
Kepler-1761 b,no (missing values)
Kepler-1762 b,no (missing values)
Kepler-1763 b,no (missing values)
Kepler-1764 b,no (missing values)
Kepler-1765 b,no (missing values)
Kepler-1766 b,no (missing values)
Kepler-1767 b,no (missing values)
Kepler-1768 b,no (missing values)
Kepler-1769 b,no (missing values)
Kepler-177 b,no (not in CHZ)
Kepler-177 c,no (not in CHZ)
Kepler-1770 b,no (missing values)
Kepler-1771 b,no (missing values)
Kepler-1772 b,no (missing values)
Kepler-1773 b,no (missing values)
Kepler-1774 b,no (missing values)
Kepler-1775 b,no (missing values)
Kepler-1776 b,no (missing values)
Kepler-1777 b,no (missing values)
Kepler-1778 b,no (missing values)
Kepler-1779 b,no (missing values)
Kepler-178 b,no (missing values)
Kepler-178 c,no (missing values)
Kepler-178 d,no (missing values)
Kepler-1780 b,no (missing values)
Kepler-1781 b,no (missing values)
Kepler-1782 b,no (missing values)
Kepler-1783 b,no (missing values)
Kepler-1784 b,no (missing values)
Kepler-1785 b,no (missing values)
Kepler-1786 b,no (missing values)
Kepler-1787 b,no (missing values)
Kepler-1788 b,no (missing values)
Kepler-1789 b,no (missing values)
Kepler-179 b,no (missing values)
Kepler-179 c,no (missing values)
Kepler-1790 b,no (missing values)
Kepler-1791 b,no (missing values)
Kepler-1792 b,no (missing values)
Kepler-1793 b,no (missing values)
Kepler-1794 b,no (missing values)
Kepler-1795 b,no (missing values)
Kepler-1796 b,no (missing values)
Kepler-1797 b,no (missing values)
Kepler-1798 b,no (missing values)
Kepler-1799 b,no (missing values)
Kepler-18 b,no (not in CHZ)
Kepler-18 c,no (not in CHZ)
Kepler-18 d,no (not in CHZ)
Kepler-180 b,no (missing values)
Kepler-180 c,no (missing values)
Kepler-1800 b,no (missing values)
Kepler-1801 b,no (missing values)
Kepler-1802 b,no (missing values)
Kepler-1802 c,no (missing values)
Kepler-1804 b,no (missing values)
Kepler-1805 b,no (missing values)
Kepler-1806 b,no (missing values)
Kepler-1807 b,no (missing values)
Kepler-1808 b,no (missing values)
Kepler-1809 b,no (missing values)
Kepler-181 b,no (missing values)
Kepler-181 c,no (missing values)
Kepler-1810 b,no (missing values)
Kepler-1811 b,no (missing values)
Kepler-1812 b,no (missing values)
Kepler-1813 b,no (missing values)
Kepler-1814 b,no (missing values)
Kepler-1815 b,no (missing values)
Kepler-1816 b,no (missing values)
Kepler-1817 b,no (missing values)
Kepler-1818 b,no (missing values)
Kepler-1819 b,no (missing values)
Kepler-182 b,no (missing values)
Kepler-182 c,no (missing values)
Kepler-1820 b,no (missing values)
Kepler-1821 b,no (missing values)
Kepler-1822 b,no (missing values)
Kepler-1823 b,no (missing values)
Kepler-1824 b,no (missing values)
Kepler-1825 b,no (missing values)
Kepler-1826 b,no (missing values)
Kepler-1827 b,no (missing values)
Kepler-1828 b,no (missing values)
Kepler-1829 b,no (missing values)
Kepler-183 b,no (missing values)
Kepler-183 c,no (missing values)
Kepler-1830 b,no (missing values)
Kepler-1831 b,no (missing values)
Kepler-1832 b,no (missing values)
Kepler-1833 b,no (missing values)
Kepler-1834 b,no (missing values)
Kepler-1835 b,no (missing values)
Kepler-1836 b,no (missing values)
Kepler-1837 b,no (missing values)
Kepler-1838 b,no (missing values)
Kepler-1839 b,no (missing values)
Kepler-184 b,no (missing values)
Kepler-184 c,no (missing values)
Kepler-184 d,no (missing values)
Kepler-1840 b,no (missing values)
Kepler-1841 b,no (missing values)
Kepler-1842 b,no (missing values)
Kepler-1843 b,no (missing values)
Kepler-1844 b,no (missing values)
Kepler-1845 b,no (missing values)
Kepler-1846 b,no (missing values)
Kepler-1847 b,no (missing values)
Kepler-1848 b,no (missing values)
Kepler-1849 b,no (missing values)
Kepler-185 b,no (missing values)
Kepler-185 c,no (missing values)
Kepler-1850 b,no (missing values)
Kepler-1851 b,no (missing values)
Kepler-1852 b,no (missing values)
Kepler-1853 b,no (missing values)
Kepler-1854 b,no (missing values)
Kepler-1855 b,no (missing values)
Kepler-1856 b,no (missing values)
Kepler-1857 b,no (missing values)
Kepler-1858 b,no (missing values)
Kepler-1859 b,no (missing values)
Kepler-186 b,no (missing values)
Kepler-186 c,no (missing values)
Kepler-186 d,no (missing values)
Kepler-186 e,no (missing values)
Kepler-186 f,no (missing values)
Kepler-1860 b,no (missing values)
Kepler-1861 b,no (missing values)
Kepler-1862 b,no (missing values)
Kepler-1863 b,no (missing values)
Kepler-1864 b,no (missing values)
Kepler-1865 b,no (missing values)
Kepler-1866 b,no (missing values)
Kepler-1867 b,no (missing values)
Kepler-1868 b,no (missing values)
Kepler-1869 b,no (missing values)
Kepler-187 b,no (missing values)
Kepler-187 c,no (missing values)
Kepler-1870 b,no (missing values)
Kepler-1871 b,no (missing values)
Kepler-1872 b,no (missing values)
Kepler-1873 b,no (missing values)
Kepler-1874 b,no (missing values)
Kepler-1875 b,no (missing values)
Kepler-1876 b,no (missing values)
Kepler-1877 b,no (missing values)
Kepler-1878 b,no (missing values)
Kepler-1879 b,no (missing values)
Kepler-188 b,no (missing values)
Kepler-188 c,no (missing values)
Kepler-1880 b,no (missing values)
Kepler-1881 b,no (missing values)
Kepler-1882 b,no (missing values)
Kepler-1883 b,no (missing values)
Kepler-1884 b,no (missing values)
Kepler-1885 b,no (missing values)
Kepler-1886 b,no (missing values)
Kepler-1887 b,no (missing values)
Kepler-1888 b,no (missing values)
Kepler-1889 b,no (missing values)
Kepler-189 b,no (missing values)
Kepler-189 c,no (missing values)
Kepler-1890 b,no (missing values)
Kepler-1891 b,no (missing values)
Kepler-1892 b,no (missing values)
Kepler-1893 b,no (missing values)
Kepler-1894 b,no (missing values)
Kepler-1895 b,no (missing values)
Kepler-1896 b,no (missing values)
Kepler-1897 b,no (missing values)
Kepler-1898 b,no (missing values)
Kepler-1899 b,no (missing values)
Kepler-19 b,no (not in CHZ)
Kepler-19 c,no (missing values)
Kepler-19 d,no (missing values)
Kepler-190 b,no (missing values)
Kepler-190 c,no (missing values)
Kepler-1900 b,no (missing values)
Kepler-1901 b,no (missing values)
Kepler-1902 b,no (missing values)
Kepler-1903 b,no (missing values)
Kepler-1904 b,no (missing values)
Kepler-1905 b,no (missing values)
Kepler-1906 b,no (missing values)
Kepler-1907 b,no (missing values)
Kepler-1907 c,no (missing values)
Kepler-1909 b,no (missing values)
Kepler-191 b,no (missing values)
Kepler-191 c,no (missing values)
Kepler-191 d,no (missing values)
Kepler-1910 b,no (missing values)
Kepler-1911 b,no (missing values)
Kepler-1912 b,no (missing values)
Kepler-1913 b,no (missing values)
Kepler-1914 b,no (missing values)
Kepler-1915 b,no (missing values)
Kepler-1916 b,no (missing values)
Kepler-1917 b,no (missing values)
Kepler-1918 b,no (missing values)
Kepler-1919 b,no (missing values)
Kepler-192 b,no (missing values)
Kepler-192 c,no (missing values)
Kepler-192 d,no (missing values)
Kepler-1920 b,no (missing values)
Kepler-1921 b,no (missing values)
Kepler-1922 b,no (missing values)
Kepler-1923 b,no (missing values)
Kepler-1924 b,no (missing values)
Kepler-1925 b,no (missing values)
Kepler-1926 b,no (missing values)
Kepler-1927 b,no (missing values)
Kepler-1928 b,no (missing values)
Kepler-1929 b,no (missing values)
Kepler-193 b,no (missing values)
Kepler-193 c,no (missing values)
Kepler-1930 b,no (missing values)
Kepler-1931 b,no (missing values)
Kepler-1932 b,no (missing values)
Kepler-1933 b,no (missing values)
Kepler-1934 b,no (missing values)
Kepler-1935 b,no (missing values)
Kepler-1936 b,no (missing values)
Kepler-1937 b,no (missing values)
Kepler-1938 b,no (missing values)
Kepler-1939 b,no (missing values)
Kepler-194 b,no (missing values)
Kepler-194 c,no (missing values)
Kepler-194 d,no (missing values)
Kepler-1940 b,no (missing values)
Kepler-1941 b,no (missing values)
Kepler-1942 b,no (missing values)
Kepler-1943 b,no (missing values)
Kepler-1944 b,no (missing values)
Kepler-1945 b,no (missing values)
Kepler-1946 b,no (missing values)
Kepler-1947 b,no (missing values)
Kepler-1948 b,no (missing values)
Kepler-1949 b,no (missing values)
Kepler-195 b,no (missing values)
Kepler-195 c,no (missing values)
Kepler-1950 b,no (missing values)
Kepler-1951 b,no (missing values)
Kepler-1952 b,no (missing values)
Kepler-1953 b,no (missing values)
Kepler-1954 b,no (missing values)
Kepler-1955 b,no (missing values)
Kepler-1956 b,no (missing values)
Kepler-1957 b,no (missing values)
Kepler-1958 b,no (missing values)
Kepler-1959 b,no (missing values)
Kepler-196 b,no (missing values)
Kepler-196 c,no (missing values)
Kepler-196 d,no (missing values)
Kepler-1960 b,no (missing values)
Kepler-1961 b,no (missing values)
Kepler-1962 b,no (missing values)
Kepler-1963 b,no (missing values)
Kepler-1964 b,no (missing values)
Kepler-1965 b,no (missing values)
Kepler-1966 b,no (missing values)
Kepler-1967 b,no (missing values)
Kepler-1968 b,no (missing values)
Kepler-1969 b,no (missing values)
Kepler-197 b,no (missing values)
Kepler-197 c,no (missing values)
Kepler-197 d,no (missing values)
Kepler-197 e,no (missing values)
Kepler-1972 b,no (not in CHZ)
Kepler-1972 c,no (not in CHZ)
Kepler-198 b,no (missing values)
Kepler-198 c,no (missing values)
Kepler-198 d,no (missing values)
Kepler-199 b,no (missing values)
Kepler-199 c,no (missing values)
Kepler-20 b,no (not in CHZ)
Kepler-20 c,no (not in CHZ)
Kepler-20 d,no (not in CHZ)
Kepler-20 e,no (missing values)
Kepler-20 f,no (missing values)
Kepler-20 g,no (missing values)
Kepler-200 b,no (missing values)
Kepler-200 c,no (missing values)
Kepler-201 b,no (missing values)
Kepler-201 c,no (missing values)
Kepler-202 b,no (missing values)
Kepler-202 c,no (missing values)
Kepler-203 b,no (missing values)
Kepler-203 c,no (missing values)
Kepler-203 d,no (missing values)
Kepler-204 b,no (missing values)
Kepler-204 c,no (missing values)
Kepler-205 b,no (missing values)
Kepler-205 c,no (missing values)
Kepler-206 b,no (missing values)
Kepler-206 c,no (missing values)
Kepler-206 d,no (missing values)
Kepler-207 b,no (missing values)
Kepler-207 c,no (missing values)
Kepler-207 d,no (missing values)
Kepler-208 b,no (missing values)
Kepler-208 c,no (missing values)
Kepler-208 d,no (missing values)
Kepler-208 e,no (missing values)
Kepler-209 b,no (missing values)
Kepler-209 c,no (missing values)
Kepler-21 b,no (not in CHZ)
Kepler-210 b,no (missing values)
Kepler-210 c,no (missing values)
Kepler-211 b,no (missing values)
Kepler-211 c,no (missing values)
Kepler-212 b,no (missing values)
Kepler-212 c,no (missing values)
Kepler-213 b,no (missing values)
Kepler-213 c,no (missing values)
Kepler-214 b,no (missing values)
Kepler-214 c,no (missing values)
Kepler-215 b,no (missing values)
Kepler-215 c,no (missing values)
Kepler-215 d,no (missing values)
Kepler-215 e,no (missing values)
Kepler-216 b,no (missing values)
Kepler-216 c,no (missing values)
Kepler-217 b,no (missing values)
Kepler-217 c,no (missing values)
Kepler-217 d,no (missing values)
Kepler-218 b,no (missing values)
Kepler-218 c,no (missing values)
Kepler-218 d,no (missing values)
Kepler-219 b,no (missing values)
Kepler-219 c,no (missing values)
Kepler-219 d,no (missing values)
Kepler-22 b,no (not in CHZ)
Kepler-220 b,no (missing values)
Kepler-220 c,no (missing values)
Kepler-220 d,no (missing values)
Kepler-220 e,no (missing values)
Kepler-221 b,no (missing values)
Kepler-221 c,no (missing values)
Kepler-221 d,no (missing values)
Kepler-221 e,no (missing values)
Kepler-222 b,no (missing values)
Kepler-222 c,no (missing values)
Kepler-222 d,no (missing values)
Kepler-223 b,no (not in CHZ)
Kepler-223 c,no (not in CHZ)
Kepler-223 d,no (not in CHZ)
Kepler-223 e,no (not in CHZ)
Kepler-224 b,no (missing values)
Kepler-224 c,no (missing values)
Kepler-224 d,no (missing values)
Kepler-224 e,no (missing values)
Kepler-225 b,no (missing values)
Kepler-225 c,no (missing values)
Kepler-226 b,no (missing values)
Kepler-226 c,no (missing values)
Kepler-226 d,no (missing values)
Kepler-227 b,no (missing values)
Kepler-227 c,no (missing values)
Kepler-228 b,no (missing values)
Kepler-228 c,no (missing values)
Kepler-228 d,no (missing values)
Kepler-229 b,no (missing values)
Kepler-229 c,no (missing values)
Kepler-229 d,no (missing values)
Kepler-23 b,no (missing values)
Kepler-23 c,no (missing values)
Kepler-23 d,no (missing values)
Kepler-230 b,no (missing values)
Kepler-230 c,no (missing values)
Kepler-231 b,no (missing values)
Kepler-231 c,no (missing values)
Kepler-232 b,no (missing values)
Kepler-232 c,no (missing values)
Kepler-233 b,no (missing values)
Kepler-233 c,no (missing values)
Kepler-234 b,no (missing values)
Kepler-234 c,no (missing values)
Kepler-235 b,no (missing values)
Kepler-235 c,no (missing values)
Kepler-235 d,no (missing values)
Kepler-235 e,no (missing values)
Kepler-236 b,no (missing values)
Kepler-236 c,no (missing values)
Kepler-237 b,no (missing values)
Kepler-237 c,no (missing values)
Kepler-238 b,no (missing values)
Kepler-238 c,no (missing values)
Kepler-238 d,no (missing values)
Kepler-238 e,no (missing values)
Kepler-238 f,no (missing values)
Kepler-239 b,no (missing values)
Kepler-239 c,no (missing values)
Kepler-24 b,no (missing values)
Kepler-24 c,no (missing values)
Kepler-24 d,no (missing values)
Kepler-24 e,no (missing values)
Kepler-240 b,no (missing values)
Kepler-240 c,no (missing values)
Kepler-241 b,no (missing values)
Kepler-241 c,no (missing values)
Kepler-242 b,no (missing values)
Kepler-242 c,no (missing values)
Kepler-243 b,no (missing values)
Kepler-243 c,no (missing values)
Kepler-244 b,no (missing values)
Kepler-244 c,no (missing values)
Kepler-244 d,no (missing values)
Kepler-245 b,no (missing values)
Kepler-245 c,no (missing values)
Kepler-245 d,no (missing values)
Kepler-245 e,no (missing values)
Kepler-246 b,no (missing values)
Kepler-246 c,no (missing values)
Kepler-247 b,no (missing values)
Kepler-247 c,no (missing values)
Kepler-247 d,no (missing values)
Kepler-248 b,no (missing values)
Kepler-248 c,no (missing values)
Kepler-249 b,no (missing values)
Kepler-249 c,no (missing values)
Kepler-249 d,no (missing values)
Kepler-25 b,no (not in CHZ)
Kepler-25 c,no (not in CHZ)
Kepler-25 d,no (missing values)
Kepler-250 b,no (missing values)
Kepler-250 c,no (missing values)
Kepler-250 d,no (missing values)
Kepler-251 b,no (missing values)
Kepler-251 c,no (missing values)
Kepler-251 d,no (missing values)
Kepler-251 e,no (missing values)
Kepler-252 b,no (missing values)
Kepler-252 c,no (missing values)
Kepler-253 b,no (missing values)
Kepler-253 c,no (missing values)
Kepler-253 d,no (missing values)
Kepler-254 b,no (missing values)
Kepler-254 c,no (missing values)
Kepler-254 d,no (missing values)
Kepler-255 b,no (missing values)
Kepler-255 c,no (missing values)
Kepler-255 d,no (missing values)
Kepler-256 b,no (missing values)
Kepler-256 c,no (missing values)
Kepler-256 d,no (missing values)
Kepler-256 e,no (missing values)
Kepler-257 b,no (missing values)
Kepler-257 c,no (missing values)
Kepler-257 d,no (missing values)
Kepler-258 b,no (missing values)
Kepler-258 c,no (missing values)
Kepler-259 b,no (missing values)
Kepler-259 c,no (missing values)
Kepler-26 b,no (not in CHZ)
Kepler-26 c,no (not in CHZ)
Kepler-26 d,no (missing values)
Kepler-26 e,no (missing values)
Kepler-260 b,no (missing values)
Kepler-260 c,no (missing values)
Kepler-261 b,no (missing values)
Kepler-261 c,no (missing values)
Kepler-262 b,no (missing values)
Kepler-262 c,no (missing values)
Kepler-263 b,no (missing values)
Kepler-263 c,no (missing values)
Kepler-264 b,no (missing values)
Kepler-264 c,no (missing values)
Kepler-265 b,no (missing values)
Kepler-265 c,no (missing values)
Kepler-265 d,no (missing values)
Kepler-265 e,no (missing values)
Kepler-266 b,no (missing values)
Kepler-266 c,no (missing values)
Kepler-267 b,no (missing values)
Kepler-267 c,no (missing values)
Kepler-267 d,no (missing values)
Kepler-268 b,no (missing values)
Kepler-268 c,no (missing values)
Kepler-269 b,no (missing values)
Kepler-269 c,no (missing values)
Kepler-27 b,no (missing values)
Kepler-27 c,no (missing values)
Kepler-27 d,no (missing values)
Kepler-270 b,no (missing values)
Kepler-270 c,no (missing values)
Kepler-271 b,no (missing values)
Kepler-271 c,no (missing values)
Kepler-271 d,no (missing values)
Kepler-272 b,no (missing values)
Kepler-272 c,no (missing values)
Kepler-272 d,no (missing values)
Kepler-273 b,no (missing values)
Kepler-273 c,no (missing values)
Kepler-274 b,no (missing values)
Kepler-274 c,no (missing values)
Kepler-275 b,no (missing values)
Kepler-275 c,no (missing values)
Kepler-275 d,no (missing values)
Kepler-276 b,no (missing values)
Kepler-276 c,no (missing values)
Kepler-276 d,no (missing values)
Kepler-277 b,no (missing values)
Kepler-277 c,no (missing values)
Kepler-278 b,no (missing values)
Kepler-278 c,no (missing values)
Kepler-279 b,no (missing values)
Kepler-279 c,no (not in CHZ)
Kepler-279 d,no (not in CHZ)
Kepler-28 b,no (missing values)
Kepler-28 c,no (missing values)
Kepler-280 b,no (missing values)
Kepler-280 c,no (missing values)
Kepler-281 b,no (missing values)
Kepler-281 c,no (missing values)
Kepler-281 d,no (missing values)
Kepler-282 b,no (missing values)
Kepler-282 c,no (missing values)
Kepler-282 d,no (missing values)
Kepler-282 e,no (missing values)
Kepler-283 b,no (missing values)
Kepler-283 c,no (missing values)
Kepler-284 b,no (missing values)
Kepler-284 c,no (missing values)
Kepler-285 b,no (missing values)
Kepler-285 c,no (missing values)
Kepler-286 b,no (missing values)
Kepler-286 c,no (missing values)
Kepler-286 d,no (missing values)
Kepler-286 e,no (missing values)
Kepler-287 b,no (missing values)
Kepler-287 c,no (missing values)
Kepler-288 b,no (missing values)
Kepler-288 c,no (missing values)
Kepler-288 d,no (missing values)
Kepler-289 b,no (not in CHZ)
Kepler-289 c,no (not in CHZ)
Kepler-289 d,no (missing values)
Kepler-29 b,no (not in CHZ)
Kepler-29 c,no (not in CHZ)
Kepler-290 b,no (missing values)
Kepler-290 c,no (missing values)
Kepler-291 b,no (missing values)
Kepler-291 c,no (missing values)
Kepler-292 b,no (missing values)
Kepler-292 c,no (missing values)
Kepler-292 d,no (missing values)
Kepler-292 e,no (missing values)
Kepler-292 f,no (missing values)
Kepler-293 b,no (missing values)
Kepler-293 c,no (missing values)
Kepler-294 b,no (missing values)
Kepler-294 c,no (missing values)
Kepler-295 b,no (missing values)
Kepler-295 c,no (missing values)
Kepler-295 d,no (missing values)
Kepler-296 b,no (not in CHZ)
Kepler-296 c,no (not in CHZ)
Kepler-296 d,no (not in CHZ)
Kepler-296 e,no (not in CHZ)
Kepler-296 f,no (not in CHZ)
Kepler-297 b,no (missing values)
Kepler-297 c,no (missing values)
Kepler-298 b,no (missing values)
Kepler-298 c,no (missing values)
Kepler-298 d,no (missing values)
Kepler-299 b,no (missing values)
Kepler-299 c,no (missing values)
Kepler-299 d,no (missing values)
Kepler-299 e,no (missing values)
Kepler-30 b,no (not in CHZ)
Kepler-30 c,no (not in CHZ)
Kepler-30 d,no (not in CHZ)
Kepler-300 b,no (missing values)
Kepler-300 c,no (missing values)
Kepler-301 b,no (missing values)
Kepler-301 c,no (missing values)
Kepler-301 d,no (missing values)
Kepler-302 b,no (missing values)
Kepler-302 c,no (missing values)
Kepler-303 b,no (missing values)
Kepler-303 c,no (missing values)
Kepler-304 b,no (missing values)
Kepler-304 c,no (missing values)
Kepler-304 d,no (missing values)
Kepler-304 e,no (missing values)
Kepler-305 b,no (missing values)
Kepler-305 c,no (missing values)
Kepler-305 d,no (not in CHZ)
Kepler-305 e,no (missing values)
Kepler-306 b,no (missing values)
Kepler-306 c,no (missing values)
Kepler-306 d,no (missing values)
Kepler-306 e,no (missing values)
Kepler-307 b,no (not in CHZ)
Kepler-307 c,no (not in CHZ)
Kepler-308 b,no (missing values)
Kepler-308 c,no (missing values)
Kepler-309 b,no (missing values)
Kepler-309 c,no (missing values)
Kepler-31 b,no (missing values)
Kepler-31 c,no (missing values)
Kepler-31 d,no (missing values)
Kepler-310 b,no (missing values)
Kepler-310 c,no (missing values)
Kepler-310 d,no (not in CHZ)
Kepler-311 b,no (missing values)
Kepler-311 c,no (missing values)
Kepler-312 b,no (missing values)
Kepler-312 c,no (missing values)
Kepler-313 b,no (missing values)
Kepler-313 c,no (missing values)
Kepler-314 b,no (missing values)
Kepler-314 c,no (missing values)
Kepler-315 b,no (missing values)
Kepler-315 c,no (missing values)
Kepler-316 b,no (missing values)
Kepler-316 c,no (missing values)
Kepler-317 b,no (missing values)
Kepler-317 c,no (missing values)
Kepler-318 b,no (missing values)
Kepler-318 c,no (missing values)
Kepler-319 b,no (missing values)
Kepler-319 c,no (missing values)
Kepler-319 d,no (missing values)
Kepler-32 b,no (missing values)
Kepler-32 c,no (missing values)
Kepler-32 d,no (missing values)
Kepler-32 e,no (missing values)
Kepler-32 f,no (missing values)
Kepler-320 b,no (missing values)
Kepler-320 c,no (missing values)
Kepler-321 b,no (missing values)
Kepler-321 c,no (missing values)
Kepler-322 b,no (missing values)
Kepler-322 c,no (missing values)
Kepler-323 b,no (missing values)
Kepler-323 c,no (missing values)
Kepler-324 b,no (missing values)
Kepler-324 c,no (missing values)
Kepler-324 e,no (missing values)
Kepler-325 b,no (missing values)
Kepler-325 c,no (missing values)
Kepler-325 d,no (missing values)
Kepler-326 b,no (missing values)
Kepler-326 c,no (missing values)
Kepler-326 d,no (missing values)
Kepler-327 b,no (missing values)
Kepler-327 c,no (missing values)
Kepler-327 d,no (missing values)
Kepler-328 b,no (missing values)
Kepler-328 c,no (missing values)
Kepler-329 b,no (missing values)
Kepler-329 c,no (missing values)
Kepler-33 b,no (missing values)
Kepler-33 c,no (not in CHZ)
Kepler-33 d,no (not in CHZ)
Kepler-33 e,no (not in CHZ)
Kepler-33 f,no (not in CHZ)
Kepler-330 b,no (missing values)
Kepler-330 c,no (missing values)
Kepler-331 b,no (missing values)
Kepler-331 c,no (missing values)
Kepler-331 d,no (missing values)
Kepler-332 b,no (missing values)
Kepler-332 c,no (missing values)
Kepler-332 d,no (missing values)
Kepler-333 b,no (missing values)
Kepler-333 c,no (missing values)
Kepler-334 b,no (missing values)
Kepler-334 c,no (missing values)
Kepler-334 d,no (missing values)
Kepler-335 b,no (missing values)
Kepler-335 c,no (missing values)
Kepler-336 b,no (missing values)
Kepler-336 c,no (missing values)
Kepler-336 d,no (missing values)
Kepler-337 b,no (missing values)
Kepler-337 c,no (missing values)
Kepler-338 b,no (missing values)
Kepler-338 c,no (missing values)
Kepler-338 d,no (missing values)
Kepler-338 e,no (missing values)
Kepler-339 b,no (missing values)
Kepler-339 c,no (missing values)
Kepler-339 d,no (missing values)
Kepler-34 b,no (not in CHZ)
Kepler-340 b,no (missing values)
Kepler-340 c,no (missing values)
Kepler-341 b,no (missing values)
Kepler-341 c,no (missing values)
Kepler-341 d,no (missing values)
Kepler-341 e,no (missing values)
Kepler-342 b,no (missing values)
Kepler-342 c,no (missing values)
Kepler-342 d,no (missing values)
Kepler-342 e,no (missing values)
Kepler-343 b,no (missing values)
Kepler-343 c,no (missing values)
Kepler-344 b,no (missing values)
Kepler-344 c,no (missing values)
Kepler-345 b,no (missing values)
Kepler-345 c,no (missing values)
Kepler-346 b,no (missing values)
